post_title,post_date,product_name,sale_price,regular_price,instant_savings,approx_regular_price,source_url,scraped_at
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2663109 CORONA CERO NON-ALCOHOLIC BEER 24 X 330ML ($7.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $25.99,$7.00,,7.00,14.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,3797203 LYSOL ALL-PURPOSE CLEANER 3 X 946ML ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $12.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1941796 SCOTCH-BRITE ZERO SCRATCH SPONGES PACK OF 24 ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $14.49,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,8827196 FEBREZE AIR EFFECTS VARIETY PACK 4 X 250 G ($3.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $10.99,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1759 TETLEY ORANGE PEKEO TEA PACK OF 300 ($3.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $10.99,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,108934 ZAVIDA ORGANIC COFFEE 907G ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-06) $19.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1789729 ZIPLOC MEDIUM FREEZER BAG 3 x 60 ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $14.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1789709 ZIPLOC LARGE FREEZER BAG 3 X 50 2025-01-9 ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $16.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2780636 CELSIUS ENERGY DRINK 18 X 355ML ($6.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $23.99,$6.00,,6.00,12.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1510729 BLUE MONKEY SPARKLING JUICE 16 X 330 ML ($4.00 INSTANT SAVINGS EXPIRES ON 2025-10-29) $13.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1875629 SAMYANG BULDAK CARBONARA 6 x 105 g ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $11.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1121754 OTTAVIO GRAPESEED OIL 3 L ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $15.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,184877 VANILLA MEGA ICE CREAM SANDWICH 30 X 190 ML ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $14.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1021807 MARIE CALLENDER'S CHICKEN POT PIES 8 x 283 g ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $14.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1027677 MOTZA STIX 1.47 kg ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $12.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1806186 ICEE ICE POPS 30 X 89ML $3.97,$3.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1957744 GELATERIA CALLIPO PANGELATO HAZELNUT 1.1KG $19.99,$19.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1957899 TASC AMARYLLIS BULBS IN GLASS $19.99,$19.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1891290 CRISPERS ALL DRESSED 36 X 28G ($3.00 INSTANT SAVINGS EXPIRES ON 2025-11-01) $11.99,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1950690 DORITOS COLLISIONS PIZZA & COOL RANCH 655G $8.49,$8.49,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1945680 CHEETOS MAGIC MASALA PUFFS 520G ($2.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $4.99,$2.00,,2.00,4.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2745439 REESE'S POPCORN 482G $11.99,$11.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1539827 10,$24.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2392786 SABATASSO'S PIZZERIA PIZZA SINGLES 12 X 103G ($4.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $13.99,$4.50,,4.50,9.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2244950 PARTINI STUFFED MUSHROOM CAPS 450G $16.99,$16.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1968102 OCEAN PIER SMOKED SALMON BITES & CRAB CAKE BITES 800G $19.99,$19.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,8588899 CABEZUELO JALAPENO POPPERS 1.6KG $16.99,$16.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2078105 MISS VICKIE'S SALT & MALT VINEGAR 572G ($2.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $6.49,$2.00,,2.00,4.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2215670 THE LAUGHING COW PROCESSED CHEESE 800G ($3.00 INSTANT SAVINGS EXPIRES ON 2025-11-06) $10.99,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,5086 BLACK DIAMOND MARBLE CHEESESTRINGS 40 x 21 g ($3.00 INSTANT SAVINGS EXPIRES ON 2025-10-28) $11.49,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2672514 PILLSBURY HOLIDAY COOKIE DOUGH 80 COUNT $13.99,$13.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,83013 SAPUTO PIZZA MOZZARELLA 1 kg ($3.20 INSTANT SAVINGS EXPIRES ON 2025-11-02) $12.79,$3.20,,3.20,6.4,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1952871 PHILADELPHIA PUMPKIN SPICE 2 X 500G $8.97,$8.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1975892 MOLINARO'S CHICKEN BAKES 4 X 227G $18.99,$18.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,245554 GREEK GODS HONEY 10% YOGURT 2 X 650G ($2.50 INSTANT SAVINGS EXPIRES ON 2025-10-31) $8.99,$2.50,,2.50,5.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1012726 IOGO CREAMY 24 X 100G ($2.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $6.49,$2.00,,2.00,4.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1296948 OLYMPIC GRASSFED ORGANIC VANILLA YOGURT 2.2KG ($3.00 INSTANT SAVINGS EXPIRES ON 2025-10-28) $9.49,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1917661 ELEGANT MANGO LASSI 1.89L $4.97,$4.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2922270 OASIS SMOOTHIE VARIETY PACK 12 X 300ML ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $13.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1948393 STARBUCKS PUMPKIN SPICE CREAMER 1.72L $7.97,$7.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1952090 MONTOSCO PINZIMONIO GIFT SET 2 X 250ML $23.99,$23.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,675749 3M SCOTCH MAGIC TAPE/GIFT WRAP TAPE 6PK ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $11.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,469627 FERRERO ROCHER CHOCOLATES 600 G ($4.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $17.49,$4.50,,4.50,9.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1931015 DEER FAMILY WITH TREES 6 PIECES ($20.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $54.99,$20.00,,20.00,40.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1940957 GODIVA MASTERPIECE MILK CHOCOLATE 428G ($6.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $12.99,$6.00,,6.00,12.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1851496 DISNEY SNOWMAN MICKEY AND MINNIE ($20.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $69.99,$20.00,,20.00,40.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1942063 GINGERBREAD CO GINGERBREAD HOUSE 1.78KG $16.99,$16.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1830544 HENRY LAMBERTZ SWEET TEMPTATIONS 1125G $26.99,$26.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1840829 CORNE PORT ROYAL BOX COLLECTION 315G $18.99,$18.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1784900 HOLIDAY WOODEN VILLAGE LED ADVENT CALENDAR ($10.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $29.99,$10.00,,10.00,20.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1949199 FERRERO ROCHER SQUARES 472G $19.99,$19.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1749659 FERRERO GRAND COLLECTION 431G $21.99,$21.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1462766 PERUGINA BACI 350G $17.99,$17.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1933211 WITOR'S ASSORTED ITALIAN TRUFFLES 1KG $21.99,$21.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1952861 HERSHEY REESE'S SHAPES 1KG $18.99,$18.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,348200 TOBLERONE MILK CHOCOLATE 750 G ($4.00 INSTANT SAVINGS EXPIRES ON 2025-10-29) $14.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1739871 CHRISTMAS TREE BAG FOR ARTIFICIAL TREE UP TO 9FT $39.99,$39.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1949288 EXPLODING KITTENS GAME NIGHT IN A BOX 3 PACK BOARD GAMES $48.99,$48.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,"2022553 AUZOU MY MAGNET BOX FIREFIGHTERS, DINOS, WOR $19.99",$19.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1952959 DISNEY TONIES 1 TONIEBOX & 6 TONIES ENGLISH ASSORTMENT $179.99,$179.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1949290 ALESIS BLAZE MAX 7PC ELECTRIC DRUM SET $279.99,$279.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2629874 MATTEL BARBIE PWHL/TIM HORTON DOLL & BLANKET $34.99,$34.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1851491 YUMMILAND 10,$46.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1851511 JIM SHORE HOLIDAY STITCH AND SCRUMP ($20.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $49.99,$20.00,,20.00,40.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1851482 BLUEY 20,$34.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1851484 LITTLE TIKES DELUXE HAIR SALON AND SPA SET $139.99,$139.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1784991 DISNEY DOLL AND HAIR PLAY SET ASSORTMENT $19.97,$19.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2633934 BRIO LARGE COUNTRYSIDE CARGO TRAIN SET $99.99,$99.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1851498 SLIME MART SHOPPING CART 5 EXCLUSIVE RECIPES $39.99,$39.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1785081 BLUEY TRANSFORMING PLANE MEGA SET $99.99,$99.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1851478 FART NINJAS FARTY PACK ASSORTMENT $19.99,$19.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1917022 LEGO SUPER MARIO NINTENDO GAME BOY $64.99,$64.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
